id,genre,track_name,artist_name,valence,energy
5WOfnmdPabpckbml0X7ufz,honky-tonk,If Heaven Ain't A Lot Like Dixie,"Hank Williams, Jr.",0.936,0.634
4AWZVz9cuAS1ZsJUB5cq8S,honky-tonk,(This Ain't) No Thinkin' Thing,Trace Adkins,0.554,0.807
15TITugVC8RrpLctHXOqT8,honky-tonk,Daddy Sang Bass,Johnny Cash,0.677,0.638
0jryDICIAztTxzwD5IjZuq,honky-tonk,Carried Away,George Strait,0.272,0.491
6s9m5J92By7jii22Q2XtY2,honky-tonk,Somethin' Bad (with Carrie Underwood) - Duet with Carrie Underwood [Album],Miranda Lambert,0.484,0.888
0adTN3vBO3pimO3yfxm9vg,honky-tonk,Dirt Road Anthem,Jason Aldean,0.658,0.739
7uPReljrrTaqzDCcx4JHmi,honky-tonk,What Kinda Gone,Chris Cagle,0.668,0.861
5LSJS0HDpqsPzinG8LygXP,honky-tonk,Point At You,Justin Moore,0.899,0.786
6J6U7h6vDmg2XZV2feEeNu,honky-tonk,Waltz Across Texas,Various Artists,0.47,0.238
2cHPtMTKv1gcc3Ud9BCgfv,honky-tonk,Ingen ser min tår,Lasse Stefanz,0.926,0.738
5T6DM9qjjngWnukcw0svkX,honky-tonk,Round Here,Florida Georgia Line,0.901,0.954
13Oda4GsHXzRAfquxWkrzA,honky-tonk,Ladies Love Country Boys,Trace Adkins,0.96,0.959
3PY88239tYBnAv5LQoU2oY,honky-tonk,Long Hot Summer,Keith Urban,0.769,0.785
0AQquaENerGps8BQmbPw14,honky-tonk,Big Iron,Marty Robbins,0.57,0.474
5qNkZdbdfL9tQm1ppZmUrW,honky-tonk,Lovin' You Is Fun,Easton Corbin,0.597,0.83
3ZbmDl4M9O587VmD9IqyIj,house,The Alphabeat,Various Artists,0.147,0.809
0FtASn2bSCRjqD5X4x285e,house,Feel The Vibe,Axwell,0.818,0.846
2Foc5Q5nqNiosCNqttzHof,house,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,0.862,0.811
6I9sncEmtGc9rpKyb8U1f8,house,Kill EVERYBODY,Skrillex,0.629,0.874
1VWSVt3Q0nGbq2EHe2zJYJ,house,Pair of Dice (Radio Edit),Tiësto,0.209,0.918
56fwHfJaBpaauvFJrnwk2L,house,She Wolf (Falling to Pieces) [feat. Sia],David Guetta,0.415,0.859
4ua0IepBEISCWwF8dTJvcU,house,Ghosts 'n' Stuff,deadmau5,0.517,0.617
4EbzxDt0bgOBcZ0wklVAQj,house,Hot Right Now (feat. RITA ORA),Rita Ora,0.41,0.961
5vjN7RZWtwpUYUGuwQ6dzO,house,Sweet Dreams - Avicii Swede Dreams Mix,Avicii,0.121,0.658
4K1YwaDKANVH39xKso9oJp,house,Let It Go (feat. Rudy) - Axwell Remix,Dirty South,0.377,0.744
2LZaDP6z9W927TglZSMKGW,house,Follow You - Radio Edit,Deniz Koyu,0.336,0.862
792NyTUEYZD6jPAARVD9s9,house,We Run The Night,Havana Brown,0.682,0.866
6io32OJG2Ux35ofM61dBdR,house,Feel It In My Bones,Tiësto,0.233,0.881
6vIMQB4hBD6ERSOCghGQkj,idm,Bad Kingdom,Moderat,0.261,0.657
6fMczx1n5aUaKDy5Jg81na,idm,Growls Garden,Clark,0.529,0.936
07TquTYZrmDazkHp8hFLWS,idm,The Egg,Various Artists,0.0356,0.729
4ZOv9mx6Lz7RRaBFi5UNaE,idm,Aquarium,Nosaj Thing,0.271,0.655
7mKvhdoHGqimbx6b4btlnX,idm,Glink,Bola,0.149,0.56
4HyhcY8J1NWnOu1YjUwy6h,idm,Table Tennis,Flying Lotus,0.149,0.662
5bgbePi06Jpajb3CfgEhgJ,idm,Tommib,Squarepusher,0.0396,0.143
2MZSXhq4XDJWu6coGoXX1V,idm,Avril 14th,Aphex Twin,0.37,0.0259
4rlnSeegO0sUEYv5Pt9oIA,idm,Yuop,Autechre,0.138,0.486
1jKlPqKuBLm0argJWXDff9,idm,Windy Wish Trees,Arovane,0.69,0.859
0N37jj7WoUfywNdUAdYcDH,idm,Ill Descent,Squarepusher,0.112,0.623
19NHOWWKGh97wfy8k99p7H,idm,Beg,Clark,0.0911,0.949
2iP0WoxusUtDpnNEgewVD8,idm,Every Day,AFX,0.786,0.838
1c1684voHmF0Kbe0CL4iI1,idm,Beskhu3epnm,Aphex Twin,0.0493,0.181
3GIdrDMRlSnmXJR1ajyY63,idm,Pinch of Peer,Kettel,0.829,0.758
1CK7tnXhsr0Br5ZzbZdBzh,indian,Deewana Hai Dekho,Jatin-Lalit,0.588,0.792
3WALn4IKUl7FlXjBg228nj,indian,Sadda Dil Vi Tu (Ga Ga Ga Ganpati),Sachin-Jigar,0.618,0.704
0FDZoZFwx3rirbf2f5Hf65,indian,Tune Mujhe Pehchana Nahin,Jatin-Lalit,0.367,0.44
6NTwjo8MMAg0Ht2OlKdDir,indian,Brown Rang,Yo Yo Honey Singh,0.72,0.902
1DI70Nz0nGBRjbHV522fn9,indian,"Zara Zara Touch Me (From ""Race"")",Pritam,0.456,0.658
4xcOPkbfOZDc27IzH27LyH,indian,Dil Ne Yeh Kaha Hain Dil Se,Various Artists,0.784,0.667
4iQjcWvTDiHyRKRH5LcTh7,indian,Nai Reina,Imran Khan,0.796,0.554
3NAaHdsQQfD7GwyKEkUfzp,indian,Dil Ka Bhanwar Kare Pukar,Mohammed Rafi,0.75,0.367
3uOjebTGBmFkkfyLhhxz9H,indian,Kabhi Kabhi Mere Dil Mein,Khayyam,0.363,0.273
0bHnzW0bxdghfzdX0BhDht,indian,Matru Ki Bijlee Ka Mandola,Vishal Bhardwaj,0.862,0.922
7Hx3FM3hIWa3ZamYb5Vp51,indian,"Aaja Mahiya (From ""Fiza"")",Anu Malik,0.692,0.605
1Lr4m7cRTamH3TalAwiKOd,indian,Chor Bazaari - Remix,Pritam,0.97,0.847
7q7eYVerltlW2sYBuga6Mj,indian,High Heels,Jaz Dhami,0.772,0.913
00MvXOtpEGdyO60uZHnY8Y,indian,Dil Ibaadat - Rock,Pritam,0.522,0.621
6dWQ9E5mFjQZA7ujh3wd2Z,indian,Ari Ari (Part 1),Bombay Rockers,0.721,0.918
7thzIJfxiZNZaPFA5OR9s1,indie,Flowers In Your Hair,The Lumineers,0.557,0.609
2bbhyUWJ5VjdfI3P4PRLu2,indie,Samson,Regina Spektor,0.184,0.193
7jDKJSjIjT93v7brsZDcoT,indie,Less Than,Nine Inch Nails,0.238,0.934
36PQh1G6h7n9VWB799fXpI,indie,Darling,Real Estate,0.572,0.894
5rAff9XfcWx7rguN3t0fkW,indie,"New York, I Love You but You're Bringing Me Down",LCD Soundsystem,0.0909,0.37
5IXTT9RvcVupmzLTFqIInj,indie,New York,St. Vincent,0.327,0.449
2RGe02P8xxSF9syj0ltPjX,indie,Chronic Sunshine,Cosmo Pyke,0.504,0.773
4GV5sSkmlS3BQutuSIqZkV,indie,Medicine,Robinson,0.299,0.817
1uRxyAup7OYrlh2SHJb80N,indie,Daydreaming,Radiohead,0.113,0.263
5pVbLYTdihSKd8Kylfhwa7,indie,There's A Reason Why (I Never Returned Your Calls),Blossoms,0.685,0.882
4jNQkWhuzqrbqQuqanFFJ6,indie,Where Is My Mind,Maxence Cyrin,0.0566,0.114
0Ziohm1Ku8E2yUDYoclfhO,indie,Angeles,Elliott Smith,0.595,0.102
1D7NJhUyFsFpjIwXMiVO1R,indie,LMK,Kelela,0.504,0.61
2ifAFrGTA2QvzZmw1sQy8u,indie,Web In Front,Archers Of Loaf,0.958,0.84
4Na0siMtWOW9pJoWJ1Ponv,indie,Exit Music (For a Film),Radiohead,0.196,0.276
3SUusuA9jH1v6PVwtYMbdv,indie-pop,Last Nite,The Strokes,0.79,0.899
3jynBo3oXpfaQ0xUqapTb8,indie-pop,I Follow Rivers (The Magician Remix),Alexandre Desplat,0.311,0.637
4c9WmjVlQMr0s1IjbYO52Z,indie-pop,My Number,Foals,0.825,0.744
0jhukQEMC1yj47NetTlDBJ,indie-pop,There Is a Light That Never Goes Out,Various Artists,0.836,0.69
6GRDI9suQHikFP6euIXnpq,indie-pop,Hero,Family of the Year,0.267,0.539
3rTnGUeDrnZV22DvRuUuXr,indie-pop,Wait,M83,0.0754,0.229
68dF2fJhETbjO3BVr3WUHo,indie-pop,Song 2,Blur,0.855,0.709
5RoIXwyTCdyUjpMMkk4uPd,indie-pop,Sweet Disposition,The Temper Trap,0.34,0.821
3wf3jWAQHsnPNfUtNSQvkz,indie-pop,Gotta Get Away,The Black Keys,0.723,0.836
30uJNlHIjfDeE4vr8g9fpf,indie-pop,Snap Out Of It,Arctic Monkeys,0.872,0.638
2kpJe1g0LjwxNPlxvDcBLf,indie-pop,Happy Idiot,TV On The Radio,0.863,0.948
6OOk7nYKqKTCIQunirsVht,indie-pop,Somewhere Only We Know,Keane,0.334,0.59
08a6PhXyXeN3lv1DCKW9qY,indie-pop,Do You,Spoon,0.948,0.936
5mSjJvTv9l5X2CblEa2ehN,indie-pop,Gunshot,Lykke Li,0.35,0.621
7HGTkn2aX7MNdKs7nV2xBt,indie-pop,Somebody Told Me,The Killers,0.647,0.987
2Fm3DpPdYFnNyU1oWkAalG,industrial,Burnout,VNV Nation,0.373,0.981
72a9JWKqJ8SGo0OdyCS12P,industrial,Personal Jesus,Depeche Mode,0.766,0.852
2OQc7ACBpn2tFaHQ5EW6pJ,industrial,Scared,Covenant,0.496,0.937
18Gfd9yCYaaHggjE8XyP7B,industrial,Hau Ruck (Edit),KMFDM,0.168,0.838
4g76GjEr9b9vHnbymLLGnx,industrial,Warmongers,Frozen Plasma,0.172,0.963
3ph4tOOVnAnbLuqTzUyW7Q,industrial,"Me, I'm Not",Nine Inch Nails,0.884,0.676
4vqsSiOlhCBdnTwW0IjF8O,industrial,Lost,Rotersand,0.224,0.978
2NaRNL95jpouxmHPu9GDZX,industrial,Standing,VNV Nation,0.724,0.741
0EDMG2eqzC6cudqSMPOmCL,industrial,Killing Game,Skinny Puppy,0.187,0.795
0s2Awy5aAxxuhE1m5p6lxN,industrial,Dream On,Depeche Mode,0.707,0.604
76Wa9g7RaVPfLn5fgc83cL,industrial,Tohuvabohu (Edit),KMFDM,0.617,0.967
4XsF4DoULvJ5gn7qt9JvLV,industrial,Hurt (Quiet),Nine Inch Nails,0.0744,0.221
5vYhr2kgOonJtWeJq5qZzU,industrial,Here Comes the Rain Again - Remastered Version,Eurythmics,0.607,0.755
7xZgpW3KbUe83OnIeYzCaR,industrial,Feed the Fire,Combichrist,0.202,0.864
5TMhBlJjYK5RezrwBGruSK,industrial,Go Film,Covenant,0.595,0.853
47HbAoSkbfp78FIzZLTJda,iranian,Tavalod,Andy,0.641,0.898
0XRTY9qUuADsqZnqLLoICQ,iranian,Ye Roozi,Ebi,0.45,0.82
05THBEtXgFUkl7s5JWrSTy,iranian,Choob Mizani,Googoosh,0.908,0.567
7mMGpLXa3JZKic3OknG2ZZ,iranian,Atash,Various Artists,0.635,0.927
3b452uwYddHtfnrqyCB24W,iranian,Chera Badi? (feat. Hichkas),Zedbazi,0.585,0.53
5Zd5LdzXl0T8pKyBWuHpVR,iranian,Pesaram,Dariush,0.379,0.397
69yRPPSG5HkYg9K0W6E5FB,iranian,Beyade Aref,Mohammad-Reza Shajarian,0.308,0.169
4cLWKDHlRYL3rJfAyBkVSC,iranian,Del Assire,Faramarz Aslani,0.646,0.336
6czMVGkpIcyMSymEJPeLRq,iranian,Mamnoonam,Reza Sadeghi,0.421,0.617
663KtZSYhWObuG37patjOE,iranian,Eshgh -e Man Bash (Be My Love),Behnam Safavi,0.826,0.924
76HZxBvrMdbIlQTW1lnnGB,iranian,Bekhatere Man (For My Sake) - بخاطر من,Yas,0.502,0.666
7Cua7Xacdc3mU6ceEO6YOp,iranian,Baba to Ki Hasti,Various Artists,0.783,0.549
3sBXcokjgSvh82urwluRnQ,iranian,Jazireh,Siavash Ghomayshi,0.675,0.668
0bpY4upLJiy2LBY4SXKC4p,iranian,Entezar,Kourosh Yaghmaei,0.404,0.398
75wR9u92iSZtRuLFQSkgiF,iranian,Ghebleh,Ebi,0.621,0.462
70qqTMdUPGkwmCKdsh08uA,j-dance,Looking for U,lecca,0.459,0.719
1tZ6HD9dwU5LCRd8vbq3wW,j-dance,Welcome to Tokyo,Various Artists,0.358,0.989
2tuBwUqnjcuDw76UgVsqDr,j-dance,Music & Love - Original Mix,Marcos Carnaval,0.185,0.995
0SbS4Wun0Iv9Q3nTKYYcgO,j-dance,Dreamin'Boy,CAPSULE,0.413,0.988
3NbdPpSTvVmdE5znFad6KU,j-dance,remember night,DE DE MOUSE,0.274,0.665
4ypy6j0TywZd9LZlytYXea,j-dance,Where Would We Be - Club Mix,DJ KAWASAKI,0.517,0.872
4JnIqjjkvaepfs6yeQGM8F,j-dance,A.I. am Human,Monkey Majik,0.872,0.816
7DaSS0qSkGBR24t26nobp9,j-dance,Tokyo Techno Drive (SEKITOVA Hundred Years House Dub),Watusi,0.351,0.528
4GonMB9QzXwAZWBwdRiwew,j-dance,Why Not? - Original Version,FPM,0.93,0.837
31JwysGj6E03IrYus7Jqvs,j-dance,Tomorrowland,SALU,0.768,0.853
0DdoxCb9NLakQnoC4HDKGj,j-dance,HEART GOES BOOM,Shinichi Osawa,0.794,0.81
48jR0SlV8ZRtDNGndRFHL4,j-dance,Katayanagi Twins vs. Sex Bob-Omb,Various Artists,0.0373,0.643
5mLDGKL61KKGLnDimZWaKU,j-dance,DAY TRIPPER,YELLOW MAGIC ORCHESTRA,0.526,0.687
3nvbZPAi5xsXdrWKUjAvni,j-dance,Feb 04,Takkyu Ishino,0.404,0.631
6YWO1yLyBwIp842jUmVj8k,j-dance,HELLO MR.MONKEY MAGIC ORCHESTRA(Live@FUJI ROCK FESTIVAL 2014),Denki Groove,0.339,0.989
1YEGlagmwdeMTtNaxPMfFX,j-idol,Hands up !,Cheeky Parade,0.644,0.969
3Gqsv2EzViADx7jfD4YW62,j-idol,いいね!,BABYMETAL,0.423,0.951
1Iv84MLST9JaaRf1jDHX9k,j-idol,口の悪い女,Ai Shinozaki,0.654,0.821
0ItfoVJ6jq1ojeRkDU66m5,j-idol,チクタク☆2NITE,9nine,0.814,0.891
6nkJQzSqcayfLNASTQGXWw,j-idol,レリビ - FiNAL ver.,BiS,0.592,0.861
7A8qX4cA5HPt3Zh5hkOAtf,j-idol,Magiかよ!? BiliBili☆パンチライン,MAGiCAL PUNCHLiNE,0.621,0.968
5971LMmCj95j6yC90ahVqN,j-idol,キボウノウタ,Dempagumi.Inc,0.389,0.562
2zFTvgrf6ADYKvbf0X9YPa,j-idol,ドリドリ,Shoko Nakagawa,0.441,0.978
2yzGMKunYijILLrbNkBEa5,j-idol,アイドル,みやび feat. ミオヤマザキ,0.32,0.968
6qhOwNdsevAIDdscnCaMPB,j-idol,カガミヨカガミ,Minami Takahashi,0.929,0.908
7GNPEtWkN8dUUB9PMFXfo4,j-idol,IDOL,BiS,0.112,0.946
7MsCmckCpUFJTQUoAmNQVW,j-idol,破!to the Future,Dempagumi.Inc,0.867,0.995
7MCdYisQiSTPCLNVIcJl85,j-idol,Never Sleep Again,PassCode,0.435,0.964
1xwO6gn9cC4G7W4OKR62WP,j-idol,希望TRAVELER,AOP,0.735,0.919
7LRSwcbj2RxsI9P4wMe5MV,j-idol,神のまにまに,Dancing Dolls,0.779,0.895
2RJ8HjzlOvzJ0l4LX54ttR,j-pop,君のとなり,Mirei Toyama,0.326,0.603
03jEqScEW8nrJjuLvKYwJ4,j-pop,僕が死のうと思ったのは,amazarashi,0.402,0.525
7CE92yFHJRf5Wj85Aof8Am,j-pop,Hometown,Every Little Thing,0.745,0.901
4ei6ndsUz88j0r6FJn0CwA,j-pop,FREEDOM - NO EDIT,globe,0.88,0.902
4zB969yLs7tcb1yzBGfRY0,j-pop,瑠璃色の地球,Akina Nakamori,0.198,0.255
6umzSUT1mFebKYoNtLEHaK,j-pop,WILL,Mika Nakashima,0.229,0.581
2QxpqFjt4AJkUepASPTOFf,j-pop,FREEDOM FIGHTERS,SCANDAL,0.507,0.969
21IZDxeudwLNC5HmbnHBAy,j-pop,NEVER SAY NEVER,THREE LIGHTS DOWN KINGS,0.29,0.979
0fqEeg8N32U7Svl0PfkRXT,j-pop,Tropical Paradise,CrazyBoy,0.423,0.736
1PwRkSVqWUus32NZQYyREi,j-pop,レゾンデートルの存在理由,The Mirraz,0.385,0.994
5M1EHuuEND0vVZzQxEJAwQ,j-pop,罪の味,Naotaro Moriyama,0.308,0.266
3wPbN9E78RIYVAy4GIS4nG,j-pop,あなたがいるなら,Cornelius,0.359,0.351
4pf3DcVbhn5sJf3ehRAN0E,j-pop,HEIWA,AI,0.247,0.524
3BPnFpAL02Bos8EoTLnO9R,j-pop,キミに100パーセント,Kyary Pamyu Pamyu,0.933,0.945
26SqLt76PWV1HgR6rHGXNu,j-pop,オンリー・ワン,Che'Nelle,0.396,0.51
6qe0k03WnpcZc8RuK3meVJ,j-rock,CALLING,VAMPS,0.23,0.991
2GJji61DTGKiV8bOTNWTdJ,j-rock,Clock Strikes,ONE OK ROCK,0.231,0.921
3gjR587DIwYMwhpfSW1mp1,j-rock,Wanderland,9mm Parabellum Bullet,0.476,0.905
3f39BvOSaAfNWf5Yj42HP1,j-rock,クローン,KANA-BOON,0.462,0.84
41mU3CozjtXRfNho3mcSbg,j-rock,さよなら,BLUE ENCOUNT,0.399,0.59
0DsK77zvbhG9wv8oBHUNTu,j-rock,PRAYER,Fujifabric,0.541,0.626
1DbthAEkflSFVajYTT2zE1,j-rock,君と向日葵,175R,0.497,0.796
0SWOuaNkJ7tU0EGCsKZoW9,j-rock,セブンスター,Kazuyoshi Nakamura,0.343,0.919
3lmetbCuVpRCPSHyW1DxCg,j-rock,世界はそれを愛と呼ぶんだぜ,Sambomaster,0.425,0.96
2fuZkN2Irx5ni4NVcEornK,j-rock,Tonight,SHE'S,0.374,0.773
2qp62QDWcIm4sYA8fbcbKX,j-rock,スリラ,QUEEN BEE,0.571,0.967
34kECcSQ1UpCFhGlVGUy1K,j-rock,ビューティフルグッバイ,Tensai Band,0.18,0.405
5qCdEX3YUz9SutZrai1rWs,j-rock,Swan,[Alexandros],0.359,0.849
400Uu7N0WtbLrUZiRr55us,j-rock,スロウ,GRAPEVINE,0.447,0.867
6YH1YE6BuNTgORpKZfwqna,j-rock,ゴースト,Galileo Galilei,0.527,0.813
7I6HMnh8wWVkxbBIVFovSR,jazz,Be-bop,Jerry Gonzalez,0.666,0.626
3V3r5GlxyDjubv9TiZuw1s,jazz,Split Feelin's - Remastered 1999/Rudy Van Gelder Edition,Hank Mobley,0.748,0.62
5YTPRVC0gOXdD17IhOanqI,jazz,Gypsy Blue - Remastered 2002/Rudy Van Gelder Edition,Freddie Hubbard,0.68,0.41
671CRIthOtwLVvibsFrS5C,jazz,Encounter,John Carter,0.316,0.489
5Jafpcu72SIeaOVk4Gboa2,jazz,Requiem,Lennie Tristano,0.223,0.439
1EliilR7zN8QLCO70fXfOR,jazz,A Beautiful Romance,Milt Jackson,0.244,0.0957
6AAxndfN25URaM9zQJfWbU,jazz,All The Things You Are,Charlie Parker,0.523,0.0775
3AeIbfjydFf46N27feEFri,jazz,My Funny Valentine,Gerry Mulligan,0.267,0.0317
7ysmJhXFQtiBQlk6EZ6sks,jazz,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,Stanley Turrentine,0.196,0.159
57FfMOh9wOQ7IDDK2tmigg,jazz,Enlightenment,Sun Ra,0.537,0.303
4USi5QgbTjY3n7hy4WU6E1,jazz,Harvey's Entrance,Either/Orchestra,0.48,0.619
0MmNrhvLcoWjo7AOr0vgka,jazz,Linus And Lucy,Vince Guaraldi Trio,0.694,0.388
76XqHxPg6spx9xILgC99Fg,jazz,Samba Triste,Stan Getz,0.697,0.146
4IfjnNG3AA8ZIlYBSWiHyt,jazz,Ghosts,Albert Ayler,0.736,0.708
3CDHydgW0ssTh59f0jy1y3,jazz,The Look Of Love,Diana Krall,0.364,0.299
1QmRMQeKp3bdiZPFOck7JE,k-pop,후애,V.A,0.221,0.711
6VyN1eW6TZLzDlRUrMv4Pm,k-pop,Bad Boy,BIGBANG,0.421,0.766
1hCBfU7DDU48zoeZNUJv6c,k-pop,The Boys *Bring The Boys* - Teddy Riley Remix,Girls' Generation,0.884,0.905
6T5CMjo0baLKZOwB0NcFBe,k-pop,곤드레만드레,Park Hyun-Bin,0.796,0.969
1FzFvaAsZu5pf6OzP0BGWm,k-pop,Fire,2NE1,0.0,0.0
0ZjbtskSOOllANAAWynP2Q,k-pop,Day Something,더더 밴드(TheThE Band),0.555,0.772
5AcWEWD0K7FGdriUYP1oSk,k-pop,Back 2 Back Swag,Lil' Joe,0.474,0.693
7JEQSlU7K7RC12y3gubFq7,k-pop,VITAMIN,Girls' Generation,0.651,0.898
0Efb4WSqZ9WZzqbTGxXZdS,k-pop,Don't Stop The Music,2NE1,0.494,0.888
75DMPutlYpZ5ndt9EN5Xoc,k-pop,Press Play,BTOB,0.794,0.93
1trNxSGrjJq51TfYmiRsYA,k-pop,Tout Contre Moi (Right Here),Pudditorium,0.492,0.388
0rp0MQPYRwhTGujqRbF1vm,k-pop,살,김태성,0.235,0.786
2XwJeuImERiuOKHq0e9tV6,k-pop,The Boys *Bring The Boys* - Teddy Riley Remix,Girls' Generation,0.88,0.897
10jT7otl8z3D43GMTypmwQ,k-pop,Ribbonized,Yiruma,0.148,0.0604
4U6fH556NtXzHACyOpWKvB,k-pop,나는,V.A,0.138,0.224
30DDy5TCb6DJGkOKiUdsER,kids,Night Mantra,Renee & Jeremy,0.608,0.127
2NrCGt0r8Utzpg1uMSr3Sz,kids,Together Tomorrow,Tom Chapin,0.637,0.216
6ZfHhdvi9zOxkShVzzzUJB,kids,"Twinkle, Twinkle Little Star",Dora The Explorer,0.623,0.632
1mHHHsnQ9XQsCf1qMEqH37,kids,Does Your Chewing Gum Lose Its Flavor On The Bedpost Overnight?,The Re-Bops,0.967,0.531
7lcgDAJaMAoB86M98jLv3Q,kids,Can You Do It?,Imagination Movers,0.949,0.817
3jt1tgW0Mu0DOGIHb1912g,kids,We Got The Bite,Gustafer Yellowgold,0.823,0.502
5tvN74QGIU0JAOEnsWjs3E,kids,Recess,Justin Roberts,0.481,0.742
7dtLThXzc3tQpoopLYrJjz,kids,Ragtime Cowboy Joe,Various Artists,0.731,0.364
24Vlue2KC3xbiLuSp4pNCG,kids,I’ve Been Working On My Letters,Kiboomu,0.86,0.392
3dn3F9QgTguFzBhaLSmITp,kids,Green Food,Miss Amy,0.714,0.424
2lENjjnvVaHFdfs7Zz02lp,kids,Jack Tar on Shore - with Broken Social Scene,Various Artists,0.747,0.507
3CXGRQ4U93Vg7KFeFL3cLC,kids,Can You Clap,Sue Schnitzer,0.234,0.144
42KR3scnUbjf24iiGfUwFU,kids,The Australian Zoo / Kookaburra / Waltzing Matilda,Ella Jenkins,0.477,0.158
2WUv64aT1rRD1TKjmqzeCN,kids,Birthday Bite,Recess Monkey,0.961,0.63
4z7QGidwzfe59eny2SF8aj,kids,Smells Like Teen Spirit,Rockabye Baby!,0.521,0.299
5fLOkcGJ6fGNyOGPlG07cK,latin,Culpable Tu,Alta Consigna,0.611,0.361
3EK4tGkSiO5xvvB5sM4tln,latin,Amárrame,Mon Laferte,0.784,0.674
52FjcsfkCImlf6HSN83udR,latin,Un Nuevo Amor,Tranzas,0.4,0.403
0X0pMlFGjcGyZOfHRMlb0Q,latin,La Pelotona,Cartel De Santa,0.585,0.754
5t69lieKF4oKOtYUfWxiZj,latin,La Fuerza del Destino,Mecano,0.868,0.497
61GvYQRd9kzLhphSrxrXZY,latin,Míranos,Alex Ubago,0.286,0.762
6rbhaJsE4uLzpPf8WYSHDK,latin,Asesina,Brytiago,0.508,0.663
3UI9I3e1g1y5T3SMfdgfGO,latin,Colgando en tus manos (con Marta Sánchez),Carlos Baute,0.875,0.637
6UBbtz1z3Tyg8rl0N5EUVd,latin,Como Fue,Los Plebes del Rancho de Ariel Camacho,0.763,0.607
2ZZ7RjQOIkQQM3Wd4tXaZe,latin,Algo de Mí,Camilo Sesto,0.455,0.746
7COfe3P7KgfwDwIRB8LIDw,latin,Mi Gente,J Balvin,0.288,0.704
19CmuECYssqkPWANF4nLWM,latin,Para No Verte Más,La Mosca Tse-Tse,0.837,0.815
79HTe42PihWUUq4BDjcuCq,latin,Usted,Juan Magán,0.326,0.833
4QYQgJhBryglC2hEpVGrZU,latin,Desperte Sin Ti (Remix),Noriel,0.204,0.62
6BdAwMv1YorLfkBWlE493X,latin,Héroe Favorito,Romeo Santos,0.82,0.655
2xIZ74gMY794yuZir9zwgc,latino,Siguiendo La Luna,Los Fabulosos Cadillacs,0.816,0.439
2EM9zpAc7PVeoAydmbfVIL,latino,La Camisa Negra,Juanes,0.973,0.731
1njCkadQm2hGaajHFIBxdW,latino,Diez Mil Maneras,David Bisbal,0.718,0.82
22YrEL6IbDx4axzr8Wpw9M,latino,La Vida Es Un Carnaval,Various Artists,0.827,0.751
69rfrVwnbkMh76iguLrC7T,latino,Donde está el amor,Various Artists,0.454,0.619
0lff0IjgOLnMpsqWFrj9Hy,latino,Besas Tan Bien,Farruko,0.514,0.812
6QzQMCJFaN6LGLHuqN9yat,latino,Entre Dos Tierras - 2000 Remastered Version,Heroes Del Silencio,0.43,0.88
6WIZXts4eygCmeeu7pEsHI,latino,Prometo Olvidarte,Tony Dize,0.78,0.837
5jezNmDvHt6ecvWeMfwW0v,latino,Hasta Que Salga El Sol,Banda Los Recoditos,0.973,0.667
7oskUNX4ZqHavH1UbS6bUa,latino,A Dios Le Pido,Various Artists,0.932,0.847
0bdL8X3MrX51dRz231BFtv,latino,Moviendo Caderas (feat. Daddy Yankee),Yandel,0.661,0.907
4OyzSXRSadNQt5EMwASdap,latino,Todo Cambió,Camila,0.363,0.523
6RlAZ8QY4LcA4DxUUIiwmn,latino,Limbo,Daddy Yankee,0.917,0.875
34HKhds76LUgKi88ABV0hL,latino,Odio (feat. Drake),Romeo Santos,0.584,0.727
49eplIHvgCLY8HAgcaWrUb,latino,Fireball (feat. John Ryan),Pitbull,0.794,0.937
5FIltuhveV3tEQnjGcRjxl,malay,Sempurna (Versi 1),Original Soundtrack,0.31,0.418
0LCJ9CyiLfmsqhDdq6PEvF,malay,Tak Ada Yang Bisa,Andra & The Backbone,0.253,0.287
03Rwrh68OGwD4r8vscKeiL,malay,Teman,Jaclyn Victor,0.305,0.337
6PwneVo6Ajy5dvU2rMNzt5,malay,Pergi - Talentime OST,Aizat,0.39,0.266
3bJsgWfMYaLOy4AhtXxOvx,malay,Aku Yang Tersakiti,Various Artists,0.375,0.603
0p77WGJKWpSiL6zD8Bb6Qh,malay,Permata Biru (2005),Ella,0.443,0.959
4wGNBfphYQIS6bgOB459z1,malay,KL Kita,Yuna,0.405,0.442
6sZ3KWhWfN450J4LXdBj3n,malay,Ratu,Dato' Sheila Majid,0.257,0.508
2ydDmuWTgOv7WX6mj3Pom2,malay,Penghujung Rindu,Jamal Abdillah,0.227,0.43
3dHplTfMkFKXUdKB3b0QzK,malay,Halaman Asmara,Various Artists,0.403,0.556
7FjPYGkt2YCgKjQVKVq9XS,malay,Bathera Merdeka,Datuk Ahmad Jais,0.394,0.321
3OPvdlHQEcR3utvpABssnP,malay,Mungkin,Ning Baizura,0.457,0.419
3Qiv7UhkqYeBExD6gZ1m3k,malay,Kasih Putih,Glenn Fredly,0.247,0.303
0W6yE4Jmee6TKnvXEZOy2P,malay,Kembang Perawan,Gita Gutawa,0.218,0.244
4ksgoAjYOn7fGVG5SgqgAK,malay,Legenda,Dato' Sheila Majid,0.3,0.397
